"Column0","ÝLAN ADI","MAHALLE","FÝYAT","NET(m²)","BRÜT(m²)","ODA-SALON SAYISI","ODA SAYISI","SALON SAYISI","BANYO SAYISI","FOTOÐRAF SAYISI","BÝNA KAT SAYISI","BULUNDUÐU KAT","YAPI DURUMU","ISITMA","BÝNA YAÞI","AÝDAT","KÝRA GETÝRÝSÝ","Metrekare Baþýna Fiyat"
355,"Kalamýþ Bedri Rahmi Eyüpoðlu Sokak da yeni binada Satýlýk Daire","Fenerbahçe",7.204119982655924,175,240,"3+1",3,1,2,18,"10-20 ","13","Sýfýr","Kombi (Doðalgaz)","0",,,0.04116639990089099
356,"CADDEBOSTAN , BAÐDAT CADDESÝNE YAKIN YENÝ BÝNA FIRSAT DUBLEKS","Göztepe",7.1760912590556805,180,210,"4+1",4,1,3,2,"10","10",,"Klima","0",0,0,0.039867173661420445
357,"BAÐDAT CAD.BEYMEN KARÞISINDA ÝSKANLI BALKONLU 2.KAT SATILIK 3+1","Bostancý",7.041392685158225,140,150,"3+1",3,1,1,31,"4","2",,"Merkezi Sistem","31-35 ",600,20,0.05029566203684447
358,"F.YOLU ÖZGÜRLÜK PARKINA YAKIN 170M2 KATTA TEK ULTRA LÜKS","Feneryolu",6.816241299991782,140,170,"4+1",4,1,2,24,"10-20 ","9","Ýkinci El","Merkezi Sistem","26-30 ",,,0.04868743785708416
359,"SUADÝYE BAÐDATA YAKIN YENÝ SÝTE ÝÇÝNDE 110M2 GÜVENLÝKLÝ LÜKS","Suadiye",6.739967696759509,80,110,"2+1",2,1,1,23,"10","1","Sýfýr","Kombi (Doðalgaz)","2",,,0.08424959620949386
360,"SUADÝYE BAÐDATA 3. BÝNADA 170M2 2 BALKONLU ULTRA LÜKS","Suadiye",6.997823080745725,140,170,"4+1",4,1,2,24,"6","5","Ýkinci El","Merkezi Sistem","26-30 ",,,0.04998445057675518
361,"CÝTY DEN CADDEBOSTAN DA GÖZTEPE PARKINA 3.BÝNADA SÜPER 185m2 4+1","Caddebostan",7.010723865391773,150,185,"4+1",4,1,2,28,"7","1","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.046738159102611816
362,"KUYUBAÞI'NDA 170M2 2 BALKONLU ASANSÖRLÜ OTOPARKLI","Feneryolu",6.653212513775343,135,170,"3+1",3,1,2,19,"7","6","Ýkinci El","Merkezi Sistem","31-35 ",,,0.04928305565759513
363,"HASANPAÞA DA 2+1 SATILIK FIRSAT DAÝRE","Hasanpaþa",6.262451089730429,75,80,"2+1",2,1,1,6,"5","3",,"Kombi (Doðalgaz)","26-30 ",50,0,0.08349934786307238
364,"C.BOSTAN SAHÝLDE 4 YILLIK YENÝ  105M2 2 BALKONLU LÜKS","Caddebostan",6.929418925714292,80,105,"2+1",2,1,1,18,"9","5","Ýkinci El","Kombi (Doðalgaz)","4",,,0.08661773657142866
365,"KAZASKER MÝNÝBÜSE 3. BÝNADA 110M2 BALKONLU LÜKS DAÝRE","19 Mayýs",6.550228353055093,90,110,"3+1",3,1,2,16,"4","2","Ýkinci El",,"40 ",,,0.07278031503394548
366,"ERENKÖY BAÐDATA YAKIN 7 YILLIK 120M2 BALKONLU LÜKS","Erenköy",6.857332496431267,90,120,"3+1",3,1,2,15,"7","2","Ýkinci El","Merkezi Sistem","6-10 ",,,0.07619258329368074
367,"REMAX OPTÝMA'DAN VATANDAÞLIÐA UYGUN 4+1 190m2 MUHTEÞEM MANZARA..","19 Mayýs",6.953759691733229,165,190,"4+1",4,1,2,13,"8","5",,"Kombi (Doðalgaz)","16-20 ",0,0,0.042143998131716535
368,"Fenerbahçe Sahil Caddesi Balkonlu Deniz ve Doða Manzaralý","Fenerbahçe",7.278753600952829,120,155,"3+1",3,1,2,26,"8","5","Sýfýr","Yerden Isýtma","0",0,0,0.06065628000794024
369,"Kadýköy Eðitim Mah Postane Sokak Daire 2+1 Satýlýk","Eðitim",6.4471580313422185,70,90,"2+1",2,1,1,21,"3","1","Ýkinci El","Kombi (Doðalgaz)","16-20 ",,,0.09210225759060313
370,"KADIKÖY CADDEBOSTAN'DA YATIRIM DEÐERÝ YÜKSEK 3+1 SATILIK DAÝRE","Caddebostan",6.883661435153617,115,135,"3+1",3,1,1,12,"3","2",,"Kalorifer (Doðalgaz)","40 ",,,0.05985792552307493
371,"MODA EMÝN ONAT SOKAKTA EÞSÝZ KONUMDA 3+1 140 M2 DAÝRE","Caferaða",6.924279286061881,120,140,"3+1",3,1,1,32,"4","2","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.05770232738384901
372,"ERENKÖY'DE MARMARAYA YAKIN 3 YILLIK 135M2 LÜKS","Erenköy",6.774516965728549,105,135,"3+1",3,1,1,6,"9","6","Ýkinci El","Kombi (Doðalgaz)","3",,,0.06451920919741475
373,"CÝTY DEN ERENKÖY DE ÇEVRE KOLEJÝNE KOMÞU MASRAFSIZ 175m2 3+1","Erenköy",6.774516965728549,130,175,"3+1",3,1,2,24,"10","5","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.052111668967142685
374,"CÝTY DEN GÖZTEPE DE MARMARAYA KOMÞU SIFIR 135m2 3+1","Göztepe",6.869231719730975,95,135,"3+1",3,1,2,24,"7","3","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.07230770231295763
375,"CÝTY DEN ERENKÖY DE YEÞÝLLÝKLER ÝÇÝNDE KATTA TEK 210m2 4+1","Erenköy",6.93424588102307,150,210,"4+1",4,1,2,34,"8","5","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.046228305873487134
376,"CÝTY DEN SUADÝYE DE MERKEZÝ KONUMDA KATTA TEK 145m2 3+1","Suadiye",6.829303772831024,107,145,"3+1",3,1,2,22,"10","9","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.06382526890496285
377,"CÝTY DEN KOZYATAÐINDA ACIBADEM HAST. KOMÞU KATTA TEK 175m2 3+1","19 Mayýs",6.883661435153617,125,175,"3+1",3,1,3,34,"7","4","Ýkinci El","Kombi (Doðalgaz)","16-20 ",0,0,0.05506929148122894
378,"CADDEBOSTAN SAHÝL VE BAÐDAT ARASI 3 BALKONLU FIRSAT 3+1 161M2","Caddebostan",6.841984804590113,105,147,"3+1",3,1,2,26,"6","3","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.06516176004371536
379,"SUADÝYE BAÐDATA 2.BÝNA ULTRA LÜKS BALKONLU EBEVEYNLÝ 196M2 4+1","Suadiye",6.997823080745725,140,196,"4+1",4,1,2,30,"7","5","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.04998445057675518
380,"ERENKÖY MARMARAY VE BAÐDATA ADIM MESAFEDE YENÝ 126M2 3+1","Erenköy",6.774516965728549,90,126,"3+1",3,1,1,21,"9","Yüksek Giriþ","Ýkinci El","Merkezi Sistem","3",0,0,0.07527241073031721
381,"ERENKÖY,ÖMERPAÞA CD.BAÐDAT'A YAKIN,GENÝÞ,SIFIR,BALKON,160M2,4+1","Erenköy",7.130333768495006,125,160,"4+1",4,1,2,34,"7","2","Sýfýr","Merkezi Sistem","0",,,0.057042670147960044
382,"CADDEBOSTAN BAÐDATA ADIM MESAFEDE SIFIR BÝNADA 137M2 3+1","Göztepe",6.963787827345554,98,137,"3+1",3,1,2,29,"10","8","Sýfýr","Yerden Isýtma","0",0,0,0.07105905946270974
383,"GÖZTEPE'DE,MERKEZÝ KONUMDA,SIFIR,EBEVEYN BANYOLU,116M2,2+1","Merdivenköy",6.75966784468963,83,116,"2+1",2,1,2,24,"10-20 ","10","Sýfýr","Kalorifer (Doðalgaz)","0",,,0.08144178126132084
384,"FENERBAHÇE SAHÝLDE BUTÝK BÝNADA CADDE ÜZERÝ BALKONLU 119M2 2+1","Fenerbahçe",6.7989957344438805,85,119,"2+1",2,1,1,24,"4","3","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07998818511110448
385,"TEKYETKÝLÝ,FENERYOLU BAÐDATA 2. SOK, 260M2, 3+2,DUBLEKS, 6 YILLI","Feneryolu",7.079181246047624,200,260,"3+2",3,2,3,31,"8","8",,"Kombi (Doðalgaz)","6-10 ",,,0.03539590623023812
386,"FENERYOLU ÖZGÜRLÜK PARKINA KOMÞU EBEVEYNLÝ SIFIR 120M2 3+1","Feneryolu",6.866287339084194,86,120,"3+1",3,1,2,19,"10-20 ","10","Sýfýr","Merkezi Sistem","0",0,0,0.07984055045446738
387,"FENERYOLU ÖZGÜRLÜÐE KOMÞU BALKONLU EBEVEYNLÝ 120M2 3+1","Feneryolu",6.8356905714924245,86,120,"3+1",3,1,2,18,"10-20 ","Yüksek Giriþ","Sýfýr","Merkezi Sistem","0",0,0,0.07948477408712122
388,"CADDEBOSTAN BAÐDATA ADIM MESAFEDE BALKONLU EBEVEYNLÝ SIFIR 140M2","Göztepe",6.926856708949692,100,140,"3+1",3,1,3,18,"10-20 ","8","Sýfýr","Merkezi Sistem","0",,,0.06926856708949691
389,"ZÝVERBEY MÝNÝBÜS ÜZERÝ BALKONLU DEPREM RAPORLU 175M2 3+1","Feneryolu",6.774516965728549,125,175,"3+1",3,1,1,27,"10-20 ","7","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05419613572582839
390,"FENERYOLU MARMARAY VE MÝNÝBÜS ARASI EBEVEYNLÝ 180M2 3+1","Zühtüpaþa",6.841984804590113,130,180,"3+1",3,1,2,31,"9","3","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05263065234300087
391,"BOSTANCI'DA 2000 YAPIMI ÝSKANLI BALKONLU 6.KAT 190m2 SATILIK 4+1","Bostancý",6.79934054945358,175,190,"4+1",4,1,2,24,"10-20 ","6",,"Kombi (Doðalgaz)","21-25 ",300,10,0.038853374568306176
392,"ERENKÖY HASTAHANE YAKINI 135M2 ASANSÖRLÜ OTOPARKLI BALKONLU","19 Mayýs",6.6232492903979,105,135,"3+1",3,1,1,24,"10-20 ","7","Ýkinci El","Merkezi Sistem","26-30 ",,,0.0630785646704562
393,"KOZYATAÐI ÞAKACI SOKAK'TA KOZZY AVM YAKINI SATILIK 3+1 DAÝRE","Kozyataðý",6.744292983122676,110,125,"3+1",3,1,1,31,"9","6",,"Klima","6-10 ",0,0,0.06131175439202433
394,"SUADÝYE,SAHÝLDE,YENÝ,EBEVEYN BANYOLU,GENÝÞ,210M,4+1","Suadiye",7.4698220159781625,150,210,"4+1",4,1,2,15,"8","1","Sýfýr","Yerden Isýtma","0",,,0.049798813439854414
395,"CÝTYDEN..CADDEBOSTAN TANZÝMATTA YENÝ 145M2 3+1 150M2","Caddebostan",6.951823035315911,110,150,"3+1",3,1,3,15,"10-20 ","13","Sýfýr","Merkezi Sistem","0",,,0.06319839123014465
396,"CÝTY TEK YETKÝLÝ KALAMIÞ PARKINDA DEPREM SONRASI 205 M2 3+1","Fenerbahçe",7.12057393120585,150,205,"3+1",3,1,3,32,"4","2","Ýkinci El","Kombi (Doðalgaz)","16-20 ",410,0,0.047470492874705665
397,"ÇOK NEZÝH BÝR LOKASYONDA KADIKÖY BOSTANCIDA KÝRACILI SATILIK 3+","Bostancý",6.8095597146352675,103,120,"3+1",3,1,1,26,"5","5",,"Merkezi Sistem","31-35 ",0,0,0.06611223023917735
398,"GÖZTEPE TREN BAÐDAT ARASI 105M2 2 BALKONLU LÜKS","Göztepe",6.713910354128955,80,105,"2+1",2,1,1,24,"10","3","Ýkinci El","Kombi (Doðalgaz)","3",,,0.08392387942661193
399,"?????  ??? TURKEY ÝSTANBUL EXELLENCE","Acýbadem",6.7283537820212285,110,111,"2+1",2,1,2,11,"10-20 ",,"Sýfýr",,"0",,,0.06116685256382935
400,"CADDEBOSTAN,SAHÝLDE,BÜYÜK KLÜP KARÞISI,GENÝÞ,BALKONLU,190M2,3+1","Caddebostan",7.096910013008055,140,190,"3+1",3,1,1,12,"6","4","Ýkinci El","Merkezi Sistem","36-40 ",,,0.05069221437862897
401,"CÝTY'DEN GÖZTEPEDE BAÐDAT CAD. YAKIN DENÝZ MANZ. SIFIR 3+1","Caddebostan",7.082785370316449,100,140,"3+1",3,1,2,18,"10-20 ","12","Sýfýr","Merkezi Sistem","0",500,0,0.0708278537031645
402,"GÖZTEPE BAÐDATA VE MARMARAYA ADIM MESAFEDE BALKONLU 154M2 3+1","Göztepe",6.774516965728549,110,154,"3+1",3,1,2,18,"4","2","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.06158651787025954
403,"Acýbadem'de Ýyi Bir Konumda Deniz Manzaralý 2 Balkonlu 3+1","Acýbadem",6.525044807036845,90,110,"3+1",3,1,1,17,"9","9",,"Merkezi Sistem","31-35 ",575,0,0.07250049785596493
404,"CÝTY'DEN MERDÝVENKÖY'DE MÝNÝBÜS CD.'SÝN YAKIN YENÝ 130M2 3+1","Merdivenköy",6.740362689494243,90,130,"3+1",3,1,2,9,"7","7","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.07489291877215826
405,"GÖZTEPE METRO YANINDA PRESTÝJLÝ YENÝ BÝNADA 60M2 1+1","Dumlupýnar",6.477121254719662,43,60,"1+1",1,1,1,14,"20 ","4","Ýkinci El","Merkezi Sistem","3",355,8,0.15063072685394563
406,"KOZYATAÐI HÝLTON KARÞISI MANTOLAMALI ÖNÜ AÇIK BALKONLU 154M2 3+1","Sahrayý Cedit",6.589949601325707,110,154,"3+1",3,1,1,13,"8","3","Ýkinci El","Kombi (Doðalgaz)","21-25 ",100,0,0.05990863273932461
407,"Kozyataðý, Bayar Caddesinde Satýlýk 2 + 1 Daire","19 Mayýs",6.419129307741976,65,90,"2+1",2,1,1,25,"5","Giriþ Katý",,"Kombi (Doðalgaz)","26-30 ",0,0,0.0987558355037227
408,"SATILIK ARAKAT DAÝRE  ACIBADEM CADDESÝ NE YAKIN  3+1  AÇIK OTOPA","Osmanaða",6.579783596616809,120,140,"3+1",3,1,1,5,"4","1","Ýkinci El","Kombi (Doðalgaz)","40 ",,,0.05483152997180674
409,"?????  ??? TURKEY ÝSTANBUL EXELLENCE","Acýbadem",6.7283537820212285,110,111,"2+1",2,1,2,11,"10-20 ",,"Sýfýr",,"0",,,0.06116685256382935
410,"BAÐDAT CADDESÝNE YAKIN BALKONLU SATILIK ÇÝFT DAÝRE SALON 56M2","Göztepe",6.977723605288847,205,245,"5+1",5,1,2,30,"4","2",,"Merkezi Sistem","11-15 ",,,0.03403767612336023
411,"GÖZTEPE'DE,MÝNÝBÜS CAD.ÜSTÜNDE,GENÝÞ,BALKONLU,140M2,3+1","Merdivenköy",6.845098040014256,100,140,"3+1",3,1,2,1,"10-20 ","11","Sýfýr","Kombi (Doðalgaz)","0",,,0.06845098040014257
412,"Fenerbahçe Ayanoðlu ve Baðdat Caddesi Yakýn Balkonlu Sýfýr 3+1","Fenerbahçe",6.989004615698536,100,130,"3+1",3,1,2,21,"9","7","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.06989004615698537
413,"CÝTY^DEN ETHEMEFENDÝ'DE CADDE ÝLE MARMARAY ARASI SIFIR 3+1","Erenköy",6.802773725291975,100,140,"3+1",3,1,2,6,"8","1","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.06802773725291975
414,"Kadýköy Erenköy'de Prestijli Sitede Satýlýk 3+1 Daire","Erenköy",6.875061263391699,75,120,"3+1",3,1,1,23,,,,,,,,0.09166748351188932
415,"CADDEBOSTAN BAÐDATA ADIM MESAFEDE 2 BALKONLU 3+2 DUBLEKS 280M2","Göztepe",7.105510184769973,200,280,"3+2",3,2,4,30,"7","7","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.03552755092384987
416,"ÇÝFTEHAVUZLAR BAÐDATA 3.BÝNA KATTA TEK 3 BANYOLU 200M2 4+1","Göztepe",7.077367905284155,160,200,"4+1",4,1,3,31,"10","1","Ýkinci El","Merkezi Sistem","21-25 ",0,0,0.04423354940802597
417,"Selamiçeþme Baðdat Caddesi 3. Bina Özgürlük Parkýna Yakýn 4+1","Göztepe",7.039414119176136,170,200,"4+1",4,1,3,27,"10","1","Ýkinci El","Merkezi Sistem","21-25 ",0,0,0.04140831834809492
418,"Kadiköy Zühtüpaþa'da Genç Binada 3 Cepheli 2+1 Daire","Zühtüpaþa",6.6180480967120925,80,105,"2+1",2,1,1,14,,"5","Ýkinci El","Kombi (Doðalgaz)","6-10 ",,25,0.08272560120890116
419,"ÜÇEL SIFIR BOSTANCI IÞIKLAR MARMARAY YAKIN LUX YAPILI 95M2 2+1!","Bostancý",6.454844860008509,75,95,"2+1",2,1,1,24,"10-20 ","10",,"Kombi (Doðalgaz)","0",0,0,0.08606459813344679
420,"ÜÇEL BOSTANCI SAHÝLE YAKIN ULTRA LÜX YAPILI FERAH 2+1!!","Bostancý",6.511883360978874,85,100,"2+1",2,1,1,26,"4","Giriþ Katý",,"Merkezi Sistem","26-30 ",100,0,0.07661039248210441
421,"ÜÇEL SAHRAYI CEDÝT MÝNÝBÜS YOLU YAKIN GENÝÞ M2'LÝ BALKONLU 1+1!!","Sahrayý Cedit",6.176091259055681,65,80,"1+1",1,1,1,21,"3","1","Sýfýr","Kombi (Doðalgaz)","26-30 ",100,12.5,0.09501678860085663
422,"AYÞEKADINDA AÇIK HAVUZLU GENÝÞ 3+1 SATILIK DAÝRE","Kozyataðý",7.060697840353612,100,120,"3+1",3,1,2,23,"10-20 ","6",,"Klima","4",0,0,0.07060697840353612
423,"ACIBADEM MERKEZDE, KÝRACILI, YATIRIMLIK 3+1 ARA KAT DAÝRE","Acýbadem",6.707570176097936,115,130,"3+1",3,1,2,33,"4","3",,"Merkezi Sistem","31-35 ",600,0,0.05832669718346031
424,"CENTURY 21. SAHRA'DAN BAÐDAT'A YÜRÜME MESAFESÝNDE 3+1 ÝÇÝ YAPILI","Erenköy",6.832189461068513,110,145,"3+1",3,1,2,23,"6","5",,"Merkezi Sistem","31-35 ",0,0,0.06211081328244102
425,"CENTURY 21.SAHRA'DAN BAÐDAT'A ÇOK YAKIN YENÝ BÝNADA 4+2 DUBLEKS","Erenköy",7.254064452914337,220,260,"4+2",4,2,4,31,"9","9",,"Klima","6-10 ",0,0,0.032973020240519714
426,"CENTURY 21.SAHRA'DAN BAYAR CAD. YAKIN 2005 YAPIMI ÝÇÝ YAPILI 3+1","Kozyataðý",6.872156272748292,125,160,"3+1",3,1,3,28,"6","4",,"Klima","16-20 ",0,0,0.054977250181986334
427,"CENTURY 21.SAHRA'DAN MARMARAYA YAKIN KATTA TEK 4+1 ÝÇÝ YAPILI","Erenköy",6.93424588102307,150,185,"4+1",4,1,2,30,"8","5",,"Klima","26-30 ",0,0,0.046228305873487134
428,"KADIKÖY HASANPAÞA DA SATILIK 2+1 YÜKSEK GÝRÝÞ DAÝRE","Hasanpaþa",6.423245873936808,65,75,,,,,22,"2","Yüksek Giriþ",,"Klima","6-10 ",0,0,0.09881916729133551
429,"Acýbadem E-5 üzeri ,merkezi konumda , 2+1 daire","Acýbadem",6.290034611362517,90,98,"2+1",2,1,1,15,"4",,,"Kombi (Doðalgaz)","26-30 ",0,0,0.06988927345958353
430,"ACIBADEM ERDEM SÝTESÝNDE, ÖN CEPHEDE, 120 m2 SATILIK ÜST KAT","Acýbadem",6.612783856719735,110,120,"3+1",3,1,1,36,"4","4","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.060116216879270316
431,"ACIBADEM'DE 4 YILLIK SÝTE ÝÇERSÝNDE, K. HAVUZLU, GÜVENLÝKLÝ 2+1","Acýbadem",6.740362689494243,85,100,"2+1",2,1,1,22,"3","1","Ýkinci El","Kombi (Doðalgaz)","4",780,16,0.07929838458228522
432,"HASANPAÞA GAZHANE KÜLTÜR MERKEZÝ SOKAÐNDA 2008 YAPIMI 2+2 DUBLEX","Hasanpaþa",6.3979400086720375,160,170,"2+2",2,2,2,36,"4","4","Ýkinci El","Kombi (Doðalgaz)","11-15 ",100,8,0.03998712505420023
433,"Erenköy Ethemefendi Caddesi Marmaray Yakýn 4+1","Erenköy",7.146128035678237,130,180,"4+1",4,1,2,24,"10-20 ","13","Ýkinci El","Yerden Isýtma","2",0,0,0.05497021565906336
434,"Fenerbahçe Yüzme Havuzlu Güvenlikli Binada Teraslý Dubleks","Fenerbahçe",7.342422680822206,220,270,"4+2",4,2,3,22,"10","10","Ýkinci El","Merkezi Sistem","6-10 ",0,0,0.033374648549191845
435,"DÝNAMÝK'TEN 220M2 DUBLEKS VATANDAÞLIGA UYGUN 40M2 SALONLU","Sahrayý Cedit",6.903089986991943,175,220,"4+1",4,1,2,31,"6","6",,"Klima","11-15 ",450,0,0.039446228497096815
436,"CÝTYDEN..CADDEBOSTANDA DEPREM SONRASI GENÇ BÝNADA  230M2 5+1","Caddebostan",7.16879202031418,185,230,"5+1",5,1,3,20,"8","4","Ýkinci El","Kombi (Doðalgaz)","16-20 ",0,0,0.03875022713683341
437,"ERENKÖY ÇOBAN YILDIZI SK. OTOPARKLI, TERASLI 4+1 DUBLEKS DAÝRE","Erenköy",6.90036712865647,130,165,"4+1",4,1,2,17,"8","8",,"Klima","6-10 ",0,0,0.053079747143511304
438,"Fenerbahçe Deniz Manzaralý Güvenlik Kahve Dünyasý Süt Ýþ","Fenerbahçe",6.977723605288847,133,179,"3+1",3,1,2,17,"10-20 ","15","Sýfýr","Merkezi Sistem","2",0,0,0.052464087257810876
439,"CADDEBOSTAN,SAHÝLDE,VATANDAÞLI UYGUN,GENÝÞ,SIFIR,BALKON,220M+4+1","Caddebostan",7.217483944213906,160,220,"4+1",4,1,4,15,"9","6","Sýfýr","Kombi (Doðalgaz)","0",,,0.04510927465133691
440,"MALTEPE AÐAOÐLU NOUVEL SÝTESÝ'NDE 3+1 SATILIK DAÝRE","Osmanaða",6.778151250383643,90,130,"3+1",3,1,2,14,"10-20 ","3","Sýfýr","Merkezi Sistem",,,,0.07531279167092937
441,"ENERJÝ C.BOSTAN BAÐDATA 2. BÝNADA SIFIR 180M2 GÜVENLÝKLÝ","Caddebostan",7.269512944217916,140,180,"4+1",4,1,2,14,"10-20 ","1","Sýfýr","Merkezi Sistem","0",,,0.0519250924586994
442,"Göztepe Satýlýk Daire","Göztepe",6.826074802700826,88,110,"3+1",3,1,2,12,"9","2",,"Kombi (Doðalgaz)","0",0,0,0.07756903184887302
443,"Göztepe Ihlamur Sokak Ýstasyon Caddesi Yakýn Sýfýr 3+1","Göztepe",6.88930170250631,90,125,"3+1",3,1,1,20,"7","4","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.07654779669451456
444,"Feneryolu Balkonlu Masrafsýz Lüx 3+1 Satýlýk Güney Daire","Feneryolu",6.819543935541868,117,140,"3+1",3,1,2,24,"9","8","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.05828670030377665
445,"CÝTYDEN..FENERYOLU ÖZGÜRLÜK PARKINA YAKIN 140M2 3+1 YENÝ","Feneryolu",6.85430604180108,105,140,"3+1",3,1,2,11,"8","7","Sýfýr","Merkezi Sistem","0",0,0,0.06527910516001029
446,"ERENKÖY,BAÐDAT CD.YAKIN,YATIRIM DEÐERÝ YÜKSEK,BALKON,117M2,3+1","Erenköy",6.7481880270062,90,117,"3+1",3,1,1,23,"4","1","Ýkinci El","Merkezi Sistem","31-35 ",,,0.07497986696673556
447,"Kadýköy Bostancý'da Satýlýk Daire","Bostancý",7.161368002234975,125,140,"3+1",3,1,2,4,,,,,,,,0.057290944017879805
448,"KOZZY AVM ÇOK YAKIN 4+1 130 M2 ÝSKANLI ARAKAT","Kozyataðý",6.720159303405956,100,130,"4+1",4,1,2,24,"6","5",,"Kombi (Doðalgaz)","6-10 ",275,0,0.06720159303405956
449,"ACIBADEM CADDESÝ AKILLI EV SÝSTEMÝ TERASLI 4+1 DUBLEKS DAÝRE","Acýbadem",7.227886704613673,172,207,"4+1",4,1,3,9,"4","4","Ýkinci El","Merkezi Sistem","4",0,0,0.04202259711984693
450,"ACIBADEMDE BAHÇE KULLANIMLI AKILLI EV SÝSTEMÝ 4+1 DUBLEKS DAÝRE","Acýbadem",7.267171728403013,130,223,"4+1",4,1,3,9,"4","Bahçe katý",,"Merkezi Sistem","4",0,0,0.05590132098771548
451,"FENERYOLU,ÖZGÜRLÜK PARKI,YAKIN,GENÝÞ,ARA KAT,BALKONLU,150M2,3+1","Feneryolu",6.720159303405956,110,150,"3+1",3,1,1,9,"8","3","Ýkinci El","Kombi (Doðalgaz)","21-25 ",,,0.06109235730369051
452,"DÝNAMÝK'TEN FENERYOLU MÝNÝBÜS CADDESÝNDE ÖN CEPHE 110M2 NET 3+1","Feneryolu",6.788875115775416,110,150,"3+1",3,1,2,26,"8","1",,"Kombi (Doðalgaz)","0",0,0,0.061717046507049234
453,"KALAMIÞ'TA PANORAMÝK DENIZ MANZARALI TERASLI DUBLEKS","Zühtüpaþa",7.273001272063737,280,350,"5+2",5,2,3,22,"10-20 ","10","Sýfýr","Yerden Isýtma","4",350,40,0.025975004543084775
454,"BAHARÝYE CADDESÝ YENÝLENMÝÞ FERAH ARA KAT SATILIK DAÝRE","Caferaða",6.763427993562937,56,70,"1+1",1,1,1,18,"5","3",,"Kombi (Doðalgaz)","31-35 ",100,0,0.12077549988505244
455,"Kadikoy Inci projesinden 3+1 85 m2 net balkonlu ebebeyn banyolu","Merdivenköy",6.6766936096248655,85,100,"3+1",3,1,2,22,"10-20 ","13",,"Merkezi Sistem","1",0,0,0.07854933658382195
456,"CÝTY DEN BAYAR CAD. FULL YAPILI SÜPER 180m2 4+1 DAÝRE","19 Mayýs",6.736396502276642,140,180,"4+1",4,1,2,28,"9","7","Ýkinci El","Merkezi Sistem","21-25 ",0,0,0.048117117873404586
457,"CÝTY DEN CADDEBOSTAN DA BAÐDAT CAD. 4.BÝNADA 4+2 260m2 DUBLEKS","Caddebostan",7.254064452914337,220,260,"4+2",4,2,4,26,"9","9","Ýkinci El","Yerden Isýtma","5",0,0,0.032973020240519714
458,"CÝTY DEN GÖZTEPE TÜTÜNCÜ DE ÇOK ÇOK KEFÝFLÝ 170m2 3+1","Göztepe",6.8356905714924245,135,170,"3+1",3,1,2,27,"6","2","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05063474497401796
459,"CÝTY DEN CADDEBOSTAN DA KAPANMAZ DENÝZ MANZARALI 330m2 5+2 DUBLE","Caddebostan",7.393575203269587,250,330,"5+2",5,2,3,36,"10-20 ","12","Sýfýr","Merkezi Sistem","4",0,0,0.02957430081307835
460,"CÝTY DEN GÖZTEPE DE YÜZME HAVUZLU PRESTÝJLÝ BÝNADA FIRSAT DAÝRE","Göztepe",6.822821645303104,95,120,"3+1",3,1,2,24,"10","8","Ýkinci El","Merkezi Sistem","6-10 ",0,0,0.07181917521371688
461,"CÝTY DEN ÇÝFTEHAVUZLAR DA MARMARAYA KOMÞU PRESTÝJLÝ BÝNADA 185m2","Göztepe",7.058805486675907,140,185,"4+1",4,1,2,26,"9","7","Ýkinci El","Kombi (Doðalgaz)","11-15 ",0,0,0.05042003919054219
462,"ÖZGÜRLÜK PARKI KARÞ.FENERYOLU, GÜVENLÝKLÝ,FULL YAPILI,140M2,3+1","Feneryolu",6.736396502276642,100,140,"3+1",3,1,2,31,"10-20 ","11",,"Merkezi Sistem","26-30 ",300,,0.06736396502276641
463,"CITY'DEN ÞAKINBAKKAL SAHÝLDE  BAHÇE KULLANIMLI 260M2 4+1 DAÝRE..","Suadiye",7.2430380486862935,145,260,"4+1",4,1,2,24,"10-20 ","Bahçe katý","Yapým Aþamasýnda","Kombi (Doðalgaz)","0",0,0,0.04995198654266409
